photo_id,business_id,caption,label
iWlTojS8Qq7xpGGDmmUl2A,gae9LAyt7Qvf_OgAkWASxA,,inside
HdveQFkWiifsFyyEYNTrrg,7CPGGNwHibzQtnERq7u2Hw,,inside
aPJvrjrgZuheX31GBTC9yw,XPLSNGSClW8gR5BTcvyOhQ,,inside
NT_zqqRIKHfWMEJUarRhXg,lAR6Lj6-zBxQNqflZt0zTQ,,inside
9v13fqBjuMauOHbxCR1ofA,gae9LAyt7Qvf_OgAkWASxA,,inside
sDLzxk4UHcM1ihzlbFAt_g,XjAb0mxgCtq96pWWJjUBAg,,inside
N1VPMteOEXMPogRLQ0dyLg,7CPGGNwHibzQtnERq7u2Hw,,inside
fiSVi8Ssd7c-Oez-zi8D3A,QBN_TcWQ1mZrzekFM4p0LA,,inside
UEmspvmbFclcfigubh_HsA,zgGoxOsThXKAcs2lAgC9yg,,inside
BZScWEN4h4ObbjF6uHvQPg,ODlST50VSMzUMd0kmDpQgw,,inside
MdRTTUSj5vOzrhYGLlgVbA,irwDkp2eMP2x-4MfunRt8g,,inside
MJLgGaH192kTIQLynMwS3A,jO3ikdNbF_TGGv87izTkEg,,inside
eo0VlVq2JnkkprEV7sDKLg,7CPGGNwHibzQtnERq7u2Hw,,inside
YXwijuATUeHfMKqfsuUbxA,XPLSNGSClW8gR5BTcvyOhQ,,inside
DFNhqcZiQFgsy9wr9qZN3w,3prYLfbO9h30ozqdUCZ_6A,,inside
S9FJ3r2uEmTDvOtW3VOKjg,irwDkp2eMP2x-4MfunRt8g,,inside
sz5m_5FLDeY6EgU-QrWsCA,lAR6Lj6-zBxQNqflZt0zTQ,,inside
MhA9_bdlxw4e-ld4j5mDAg,jO3ikdNbF_TGGv87izTkEg,,inside
cLgNEW2460xs9K_Xg-Lb8Q,gae9LAyt7Qvf_OgAkWASxA,,inside
LKjGiJwgHW352vuSUOnZuA,XjAb0mxgCtq96pWWJjUBAg,,inside
8j5at-yEUjm45A89b7RO-A,QBN_TcWQ1mZrzekFM4p0LA,,inside
YaRV9Mopfqa-593dcBt3gg,zgGoxOsThXKAcs2lAgC9yg,,inside
cMtLRHAYgboT1Dtx1a0KRw,XPLSNGSClW8gR5BTcvyOhQ,,inside
6O6GDi9JiOrWkJiFzkGoDQ,ODlST50VSMzUMd0kmDpQgw,,inside
LH6uSHZ4NTC_EWPOiSIQUg,3prYLfbO9h30ozqdUCZ_6A,,inside
_bLksD0BX42iq4vgWNYggA,fTkbO_-v88Ldn_cJwxHYQQ,Express yourself ... freestyle social painting,inside
6P0O2J4ppv44Jd6tCsnUYg,CgDonXv70Ha2BkKOIkJWKw,,drink
UBSVZCznV0g48X7mKdDgsg,CgDonXv70Ha2BkKOIkJWKw,,inside
1NfnZ1bdnaS5TS6OSVlJ0Q,CgDonXv70Ha2BkKOIkJWKw,,food
ZwDx5sLS6VLekk4IFytsuQ,N8jmyJCk-LjO9o1K9UjxNA,Dinning space,inside
bxJhR9TU5-C_xFJPxQd3TQ,Q7m8G4579-XYKV3LMW8V7g,,inside
5jNjR4WJzImvKu-OtC7dAQ,Q7m8G4579-XYKV3LMW8V7g,,inside
iV7D23n9WCaxYSgjukAt-w,dYU5hXVyPsm7C-T-13I_YQ,Las Vegas Roll us the best,food
ptbZDoIXvo1GAaAF4Un78Q,Ih0f0UyhFufm3C7kR72DSQ,,inside
yG1nkUCfWjY_4yllyUhg-g,Cni2l-VKG_pdospJ6xliXQ,Mini TV at your booth... Your kidding right?,inside
zyMdJfNln-KQr6dLixIlfg,VntjrwqcYS2WPKWjurzf9Q,,inside
GCm92Ggtiqevdn7A1HOyPQ,2hG6jS5v3Jj5SyYLBkouyA,cali roll,food
2iQ5yK6KKvievvykVfxg5w,2hG6jS5v3Jj5SyYLBkouyA,salmon nigri,food
DJtx54tfg0WQJttVOHjwlg,2hG6jS5v3Jj5SyYLBkouyA,special roll,food
C-2xa8ae3kVDyhuomF10xQ,2hG6jS5v3Jj5SyYLBkouyA,chicken teriyaki view 2,food
UBpduhlks0uPeyb47Tx5Fw,2hG6jS5v3Jj5SyYLBkouyA,chicken teriyaki,food
x-wKYK6yhc5VMVJTTORT7A,UNI1agsPX2k3eJSJVB91nw,feast... hot and juicy!,food
A4XsAXri4Ug2DVRwfve-TQ,k1c_bC3DK6mKg797vH1T8w,Inside Beckett's Table,inside
29ZjgZ6hqC4HghjfoQ_EJA,V679T4yys91392j8rcKaMQ,,food
o45gL3WAs1HjgQc7FDVFMw,V679T4yys91392j8rcKaMQ,,food
cZy8RJLsj_Z5xJf06SivWQ,V679T4yys91392j8rcKaMQ,,inside
lnpfFnfqwCGNA-H5xXwrLg,V679T4yys91392j8rcKaMQ,,outside
jK__inwIWy477-fOMP67ow,RG2IGb4LwbxUwCW3iooYDA,"Music on the deck, summer 2009",outside
5Rnq6V0dH4HwzfFzbbRe4g,BSziytE1kGwE_6Qt4gkaVw,,outside
YXaUUGbkRMoeOBh-Hvd-4w,gvur69cXFtawJnJbNzFuZQ,mmmm sushi!,food
ULfle4RXiNADOmIPM-C-6g,PF8Ou0oDho7-6PrFv5lacQ,,outside
vD94cSDpX6bzmjGyKQ-RRg,tpesKzKbcPFekdThYZ4UpA,Dine.To - Bar Italia,inside
s8WefEdgUcsnqRXNrANBIQ,tpesKzKbcPFekdThYZ4UpA,Dine-To - Bar Italia,inside
08SQA5xSkVa0uI_CB-ItZg,I2gsUx1W5-gQzBFbhIxcRQ,,inside
OfiFkyNF3OxFx-NfvU_IGA,I2gsUx1W5-gQzBFbhIxcRQ,,inside
aTTDjc8g-dHxdFsgpCd7Ig,I2gsUx1W5-gQzBFbhIxcRQ,,food
IOaM8XLdKdlTuQ8xNIHfqQ,lw9OEt6oUPm2fqRHEfSumQ,,outside
GV3jct1lMB5iGKt2nM_PRQ,K6fYrrTorlpXmqutRcrHzg,,inside
nKMa_5n__YsPybBxZuMvmA,STtrEGylaYOXoXQFLP5OAQ,Jerk Prawns,food
T3UPC6ybLLx2HVba3cIFVw,uSI9HRI2lszekJzarBeJvw,,inside
eTj5ueMwb-YhKOeiYKT-ug,nd4KQsSeJh5X7pUCm7a2Ww,,outside
BeYX87TJnpg9I7XYkkwd3w,Z5eukYH32_nFljOTC2DJ0g,Pepperoni Pizza (well done),food
Te0lSs6knFJw6p_r63rqnw,W_Cj6VifLIFlZ1wzyehwmw,,inside
HDV-wZi4bVdg_kz0dBxK1A,FEST-KPp7yupwqkArWvm2g,Chimay Pairing Dinner,drink
x4KKTgVj_h5kn5UahChKvw,SN6mvy2vbXL0F_CYFkx8zg,Dining Room,inside
f72d7HWvcrhHQSqwXhJ1Qg,SN6mvy2vbXL0F_CYFkx8zg,,inside
3MBXyNZi33l_zw2ay5ds6Q,SN6mvy2vbXL0F_CYFkx8zg,,inside
m6D-E4ZLDwNJeQUCoinDng,SN6mvy2vbXL0F_CYFkx8zg,,inside
YSqOP_3h5RyAT6YqBvrCqQ,SN6mvy2vbXL0F_CYFkx8zg,,inside
G20zRgc8seo6yZHRbyGhkg,LNGBEEelQx4zbfWnlc66cw,Love the cavernous layout of the buffet. (10-31-2010),inside
HSvzBj7VGhkUMNN-2b0n8Q,liGn7sPOvUuy3kcwbhRkbA,,inside
OfYy-iGED3_LOibYoim_BA,rabwxNMs47smKp54CE3e8w,Fonduementale as seen from just in front of the restaurant during the day on Saint-Denis,outside
sNwqpUUvx_ThAiYwz5qzxA,zIfCWjZ0RAe8YVMSPZdOdA,Evening setting at Pure Spirits,inside
Eqsu2UCtfvmn3Ifuw5e4xA,z3bUwDC1wUPGeIB8Rt90wA,,inside
xeFQ9RuWto3oqqoR1558Gg,yq1GPm3GKSvcbqhpgJnWZQ,,outside
F-3sUuLtgyjyxyAC8UD9Dg,tTR9GQbdC-rEHNsECmSWRw,,food
1G-VAvpjLeUGBj4vBZxODA,hU6sN5r6vayqm_RMgvPGOQ,Mango Mojito that tasted more virgin!,drink
LSAkBvc6ZcXMyD8oRhbdZw,hU6sN5r6vayqm_RMgvPGOQ,Duck over Risotto,food
ySdyBG9jcRK5SA3JMRsKxA,hU6sN5r6vayqm_RMgvPGOQ,,food
ifeBP0nMDpIY-v9jjWkc-g,hU6sN5r6vayqm_RMgvPGOQ,Champagne,drink
76Uc4nL4eh0PLnfz6XZMZQ,hU6sN5r6vayqm_RMgvPGOQ,Private Area,inside
nmsgF81r3QGTS3CWSla3zw,gONNfEoNaRLNtgaAcxwsLQ,,drink
MyIGBA74E5DTEagLoIAfRA,FLMxWQO-ckCQmGZhU9OQgw,strawberry gelato,food
umArzjvF-GMk2kWUzmFfFA,bUO7a2oTcynlEwaulDI8_A,,drink
ZfYtoRV-eD6kMSGz7d1Mxg,bUO7a2oTcynlEwaulDI8_A,,inside
Qa_7wq5TWoNl8WTvvsYknw,vl2IZrNJEA8npSjqXbdwxw,These red velvet pancakes are to die for!!!,food
M4vWc5FVhtMQ9x817RWsJg,MTQot6uazWb2SV3WABa20Q,,inside
DEZbl6LfbRoFey1WU6CtMg,WV_35Z3NEg6WRPPW92E-NA,,outside
rBQWiDpyZG1LqM-GuR4sUw,QH2OSulslnQ7Yn8Xs81SPg,,outside
n4dOTzn5dS59szwBz6Y4sA,01fuY2NNscttoTxOYbuZXw,,outside
7tLLS6ocAjkXqAQtSzddbQ,01fuY2NNscttoTxOYbuZXw,,outside
xBL55FTmOipuSsJOAkujIw,925GiWzJ_cxQaUT870xW7A,,drink
NL1Vlez24Eb6Rd5AfkJL1A,925GiWzJ_cxQaUT870xW7A,,drink
VkWSoO9vrPUMjctgkB56_g,a2ZBDIXmwBm7IWnXR6LK-g,,food
QtJa_fjc-XzkDCUW1bytRQ,a2ZBDIXmwBm7IWnXR6LK-g,,inside
CWqAwY-6EDe2LjtZPWxbOg,eLkNF-w5upg3OsQYG-GBRA,,outside
X1XiyZJJ_0voRd3MvexIDA,5nqh0BJ3IrvDYpmkBheD4g,,outside
scWa3TPl8f23wSfQ9TZt5Q,5nqh0BJ3IrvDYpmkBheD4g,,inside
SzxtJ9KaI_-gyeEjijwXzQ,SLD5QYRCOgP2UDscLyrcaw,,outside
Sag971Xi5823Xllo4QkvTQ,0LA4HKI7ydji1zwnqDbgnw,,outside
DRS0B6kcPK6DYAnk1nw3Tg,N8jmyJCk-LjO9o1K9UjxNA,,outside
5HmSSeI2ZxtS0dpWt3Unzg,v1gP2RVwQ1VaDUZ72Kyjfw,,inside
3Jtij_F8bfnjUql0JIzbFg,Tc511yME8axDPq2J6woxkg,Seafood Risoot,food
1T8IuSpiAq149e-g6eMFwQ,Tc511yME8axDPq2J6woxkg,Sommelier Room,inside
NZLQ0vvL_A7pTeWo271nlg,Tc511yME8axDPq2J6woxkg,Outdoor Dining,outside
vBGE7HqkUPPwEXube8zeLA,Tc511yME8axDPq2J6woxkg,The River Room,inside
l6J-QQ5ry2a4OrlF-BNWZw,Tc511yME8axDPq2J6woxkg,Communal Table,inside
ueAFiVaXFbSwvQHPHBOgrQ,Tc511yME8axDPq2J6woxkg,LockKeepers Room,inside
lJyysgVVLO9zMSwjxnonLg,KVsv8wRGnLX8QWoNZKNMQA,,food
AGk9bTqGFjpFJ99prX_gFA,KVsv8wRGnLX8QWoNZKNMQA,,food
y079QpXyRQY16ju5DNuhjg,KVsv8wRGnLX8QWoNZKNMQA,,food
kdyxsVzo0VmigicfKP43sA,QZ4GFIArBMGolsVi0XHgcA,,inside
t3bsgaLxiJutZwEAhrq3kQ,DkZuVzYuylBanEsWK7mNGw,Albacore chef style. Bonito flakes and sriracha,food
s3N4Uv9X-LVzfZHaTMLYVA,gHutuGMMMH-5Qv9DbemLFw,,outside
7Kdj64TifAeqCLWGg3i7gw,98hNRWW4AC5IzEg4BP3f5Q,Mackerel combo $13 and change,food
Tk9Xw0yvlzVikiVC4pMpzg,eUjDWzbQ6eLZy0uELEOa9Q,Sunday Brunch,food
JCFUe2Wel9bl6ooBTYmofg,3OHOOkb7zJqeVJvks85TEw,,inside
aw3i3TskcXG_C7Wu8Sv41g,3OHOOkb7zJqeVJvks85TEw,,inside
XIgR75BBMNw7hynyrsQv2Q,SipHumArj5ZIIpltsWwQpQ,,food
hMxXHQWOubpFQ3WdmXImzA,zqRmOmO38SLmv3fmeoK3hA,,inside
B1egEE5Ef2gXEAmS002rSg,2mfBO8iZ5E_ULmcxEXqOrw,Beef Carpaccio,food
BU14ye061B2GsrAwCxb_TA,lKOvx_aAXiXQGooZ-4bq9Q,Bar area,inside
b5q-hkq05cALY-Togh62dw,3frikpuC7Cw_C60TMtvVVg,,drink
-gReP-T0DyEZmkb2muDYJw,01fuY2NNscttoTxOYbuZXw,,drink
oLGyy43zj8oWy-HGKrKVcQ,kDu6EvknXAygJf1KSfwhUA,Our dining room is cozy and comfortable,food
gntKMTq8i0QNvACjvaB3zg,wYFQMJytgwoMuan0Aa4ByA,Pad Thai,food
DlJc0x5Fj60ePoYgyQQWWQ,1MvR4NJQbHy0i7ME1IoYpw,Most Popular- Filet Mignon!!!,food
nYAGbmGZVb8qrSHJ4M0PuA,D87tFO-R6U8f4-e0r4Zq_g,,drink
hk2fy-e-w2WeeF5U7GZRNg,0hudPyuCBlKg79OwKBw-eQ,Bull Burger,food
AxwID78_gfawwSH7UhhvHg,jtj0JmyAawmnzY6wXCQi_A,,food
Z8qDBgF_BSYkSOgyo5WnrQ,tidXl5b942U1QL5AppdvkA,,inside
QtYc_bOr-OkFIEvXKWBK0w,0W4lkclzZThpx3V65bVgig,,outside
HwipZA3PCTdquA4yODwAvg,umxki_So2--o08q9bkXK6Q,,food
Gh3q3jQMPkzsVBPRRDLiFA,umxki_So2--o08q9bkXK6Q,,drink
48YCOaKeeEIhgBsRxNkagw,umxki_So2--o08q9bkXK6Q,,drink
T4LjU0G60c9-LX2NiaCxuQ,Kykw3ho8wHtLV6gr9qbWTg,,food
XOqlfvpbV7Y9FwE6kjUzZw,Kykw3ho8wHtLV6gr9qbWTg,,drink
J6Pqq6jkcJ-KU3Z_rkW4Vw,Kykw3ho8wHtLV6gr9qbWTg,,drink
3X6IELVk85SjZybDApJPRQ,Mnf10SaW1-8O3zVF_S16Dg,,inside
1ip6VI3vlc8AFpCKLBauRw,Mnf10SaW1-8O3zVF_S16Dg,,inside
NOeXHUFjaYyZM0VSOjDbzQ,Mnf10SaW1-8O3zVF_S16Dg,,inside
qmMBwTJuY04Gx1wqehhubA,Mnf10SaW1-8O3zVF_S16Dg,,inside
rdlM63BpKMiveFnGLWBHlQ,OBSxiVTm8TuKN-IbtY8fmg,,inside
PIO8A6FBki4Cw9H1j0UhzA,Zt4ljpwfmBufatNM1zPNcQ,,drink
8lMVtbAeO0RiN_NJ29gIBg,Zt4ljpwfmBufatNM1zPNcQ,,food
i0GyWux-VQGIRxn68rFL4g,Zt4ljpwfmBufatNM1zPNcQ,,food
cE4aLQSgjUVqkGm42q3JpA,Zt4ljpwfmBufatNM1zPNcQ,,drink
FwAM7dKUQTwHdNhqCiolPQ,k128j06GAIQVd0hJ6R7Ajg,,drink
xFYWE-gosCxEgqwABF-2YA,k128j06GAIQVd0hJ6R7Ajg,,food
YbT69fGaVfckHutcpc6ImQ,k128j06GAIQVd0hJ6R7Ajg,,food
CS8HHWAOCDVDPm_HyaEBOg,k128j06GAIQVd0hJ6R7Ajg,,drink
7IhPDHsWoVDo63G5H6pV6g,qac2HimbgZNZ9ZTqkzyqsg,,inside
TXu9y9elIcoa9lxpcu6juw,5z1WIr7E9P2CSzyN5seeSA,,food
Jjb7cM1MII5aFDhxBw3csw,lf-H2l65FE0oluEco-m4KA,Taste of Danforth,outside
T0-TNTA0PlZ_6lMD-5JwWw,tJ9-u9MfpVbX4X2miIJ71w,Teppan Dining Room,inside
w-06RJr_DKvVDHO6TqBB2Q,GddF9NCklDiGDk-d9xtTNg,,inside
h3BVMz6d1-RbSYSUCYvWtg,GddF9NCklDiGDk-d9xtTNg,,food
czKLS2y08HDVzd-RkmTPPg,XnJeadLrlj9AZB8qSdIR2Q,The Mignardises cart!,inside
V6s2J6RRFb6YriAHrFmK4w,XnJeadLrlj9AZB8qSdIR2Q,The bread cart,inside
OtNd4HwhhNIzYceSgfkY7g,rcaPajgKOJC2vo_l3xa42A,View from the bar,inside
vbgShlXAyoDd0L3EsDfwqQ,-RIWE3MU3GCHM5KIW7PLww,DINING,inside
1KI-qvUC8y9KrMOIMa_t3A,-RIWE3MU3GCHM5KIW7PLww,WINES,drink
Wxkgdrit2dt6tECZ_wTBTA,On8O41uCKj1GfF1Bt4S2Lg,Cheesy chili Tater tots and a medium Cherry Limeade,food
Ggu_HIk9O6hF1dzoN80nLA,pa-C-Vsk9ntuXBGjTr0tBQ,Delightful environment,inside
RAAsV4r0yUl09mdPRsYkVw,WHlbUb5SNdXDKYfkNDo89A,,outside
ZJVwHSYS7rCwlISAdLzi3A,KpJ651uRlKORbZCvs6x6qQ,Las Vegas Night Club,inside
7KMHY4dKZ_vjbRaLfvg8fw,XXW_OFaYQkkGOGniujZFHg,,inside
-Jmuw-L8DQ3kQtk4OON98w,e2zO5THDYoDOcyXcWnQv5w,Fig/Apple,food
Sc0h8BVxqh3f7lVvorifQA,i7qF0eFoe35Cedn_seUm1w,,food
PAwBWNvxFqs-1KzwlhlO8w,i7qF0eFoe35Cedn_seUm1w,,drink
TDEz0Ka5FVJOOJK_M_i7xw,i7qF0eFoe35Cedn_seUm1w,,food
K6To5ROO7rFg313UW3FHfw,i7qF0eFoe35Cedn_seUm1w,,drink
GFGyhNLiqnACroP0BSO-sA,Iadni8K9IgCJe2yB3fpgTw,Banjara IndianCuisine,food
B6wvKH5bSsUyA_BbI5RXWA,NF0H-HFJOK6R8fkhYkFuzw,free bread,food
znujFmKGqANdFUD6wLh4dQ,wyFV6UN--hH_ifbvdsjSkQ,Fleming's Potatoes,food
oMrMQzIcbK1B2r23VCWfEw,KUIzGuOo6fw2cRAdgFhmew,,food
FoPyTYRveYGMseAbAM-ybQ,KUIzGuOo6fw2cRAdgFhmew,,food
C1WxVcpJJePFTyitnwTY8Q,KUIzGuOo6fw2cRAdgFhmew,,food
oEl33fmOeb1W0DEqGdBXJw,KUIzGuOo6fw2cRAdgFhmew,,food
wZzLEcgvgZ5T5k7bmCdoZw,KYEZATGRY5aD69ZR6VvyWQ,,inside
yfDKe2c-WYf24tQ4hqpoCw,6ByEVNwpXqh-e9lNQ_X47w,Grand indeed.,inside
YE078-pME8JdSDCjHFqcSg,zr93wrNyXzc-HW4IcK4iRQ,,inside
sid-WiqPQsZdAVr0QTHKgQ,zr93wrNyXzc-HW4IcK4iRQ,,inside
zjr8q_mMfcZhqjcYmL-FwA,zr93wrNyXzc-HW4IcK4iRQ,,inside
OURfgOZuCY6lb8QXx9FisQ,zr93wrNyXzc-HW4IcK4iRQ,,inside
IVYUmIbaGwuNtTNu2VB3sw,rq5dgoksPHkJwJNQKlGQ7w,flat white comes with a shot of sparkling water,drink
nNKzfb2-u7EXIWiX1H4Jiw,oiVpyFXOAdQUHvQLwr-58g,,inside
DHC23tTy8ECeTQKTS-RewQ,SGZAsdQAp0SjtMDjXWBPYw,,inside
qU0GCj-h3HLO_YrLFTNTHA,SGZAsdQAp0SjtMDjXWBPYw,,inside
sr75Sj79ieqUeFhSESWrUQ,SGZAsdQAp0SjtMDjXWBPYw,,inside
El9isfAH8BHg8Fx26UVvuA,SGZAsdQAp0SjtMDjXWBPYw,,inside
4PZkNfNueO-KDDpLaJQNzA,pLMPpaJ7whp86uL_3ezwMg,Mushroom cheddar burger,food
suk8iJP_zO2iZUXM_Ggo9A,pLMPpaJ7whp86uL_3ezwMg,Southwest burger,food
RUGdtaugSGRrHVHq6l5OzQ,oaqbLDW3wNqkynlnp4mvlw,,food
7PdEwmqWlr2X4AmNlw7Lkg,oaqbLDW3wNqkynlnp4mvlw,,food
u1TuSjkIE4CmTz_uesoB3w,oaqbLDW3wNqkynlnp4mvlw,,food
TTiRSNIMhWRRexPkv0e0OQ,eoHdUeQDNgQ6WYEnP2aiRw,Blueberry lemon drop martini,drink
sUR3FEzqJkP4EM0HI0Uhzg,T0Uw6vwwfO3el29wBoDamQ,,food
I2qhcjAAmLmhfh_mH20JgQ,liGn7sPOvUuy3kcwbhRkbA,"Course #4 - Prawns with Candied Walnuts, Fried Rice (with Shrimps and Scallops), and Veggie. Shrimps were big and lightly fried.",food
x8ygrCywG3_FWAUwKibbmw,liGn7sPOvUuy3kcwbhRkbA,View upon entering,inside
zVzliIIVsMtoCLhhOqp5MQ,7tNY4BYLA4laqWNV4IWGQg,,food
6NI_gmqpmciIgxRSGz7Tew,2rZy8hefL26IEpyA-sPQ-A,The front of the restaurant,inside
obiqyMdL4JkwfJSab5RMSQ,2rZy8hefL26IEpyA-sPQ-A,,inside
tAsCkdR84X-fRlJwmwPeBQ,bZgfnQtLXly82_XmLBqOwQ,sat night around 10pm,inside
hWGpy5Bjj4ddxOuesz2cvA,jXHmmircEbhQmZjWDR1xIA,,food
7SZ1G2sBXBsC5DCgza5GvA,3ky17eHU-4gSl3knpI__-w,,inside
mPNi7ajlIpF0GbMhXYRVZw,3ky17eHU-4gSl3knpI__-w,,inside
GswGeP8ToyVZ94ZqrQbsdQ,3ky17eHU-4gSl3knpI__-w,,inside
OFGiYAa9Dq5CR8Z_kHT0Aw,3ky17eHU-4gSl3knpI__-w,,outside
YGb9Ouc-oq6Fvw1JoVX3Sg,3ky17eHU-4gSl3knpI__-w,,inside
YpAhgsw070pHnzwc6172eQ,3ky17eHU-4gSl3knpI__-w,,outside
ZeczdUzED8ovZPR3sJAhTw,3ky17eHU-4gSl3knpI__-w,,outside
XkOwZ1wFqSIKCe0C92VfHQ,VxrvGKfba7rBDNLjc-Wy3A,,food
6xK6AyIXtBohx_cE4Myrsw,Cu5icjH_psCatgvN4fU1-A,,inside
NC9tPpDuV2bS3i1udlPfsQ,fjvu3PkvrTOoIjNqL1vrJQ,Spotted Donkey Food,food
ZqJzZkWsWbp-atiJIkMmsw,fjvu3PkvrTOoIjNqL1vrJQ,Spotted Donkey Margarita,drink
VGyTTZB4fHvTuep8gXAAiQ,fjvu3PkvrTOoIjNqL1vrJQ,Spotted Donkey Bar,inside
HFMPKOVj0s25wPuEcl2-DA,zr93wrNyXzc-HW4IcK4iRQ,,inside
Yidhn6Opt7fC_4B8-9YoEA,3XE-poXz9CeDao-Q7pqkTw,happy hour shrimp,food
gpVHDy6yuKVx8IMOWtZytQ,E7v9sMJx4_Swx7VtymNt5Q,,inside
fW-vHgXxSIQjVsugnC64rA,fkXwJHETFfJUc-gu-pyeLw,,outside
kHbjQLldeVSSSpfZlHoI4A,gZBhQmqZy9aIq3HID8Vjkw,patio view,outside
EzFIEWoRWWVxyZ3lrdysYg,aJy5lNyUJjAbdsMrJz3YCg,Wine rack,inside
cYKZSE57KjqVqv0ZvAdg9Q,GtSIihHmey3GLUD3-Hk4yw,,outside
Gy_iL5mntYb3KmAYmg3h0Q,Sv0mCDEF0-V-HGR0nk5Egg,Frank Bowers Mural,inside
T5zT6mRLklVawEfUf_gjew,Fw0u5YqMSLXhmNevrCPBMg,,inside
MYac0UEWoKqgG7ekOWCEmg,JCBnKIPSXRrJWldHXoAE2w,Short-Rib Loaded Yorkshire Puddings,food
XI0GlpC_oQE0HpjoN_HO9Q,JCBnKIPSXRrJWldHXoAE2w,"Mac & Cheese with a Twist - lobster claw, goat cheese panko crust and crispy rock shrimp",food
VgBNit5Tjyp2SDe2EgHvQA,JCBnKIPSXRrJWldHXoAE2w,"Slow Braised Beef Short-Rib ""Tacos""",food
QiPDQWMjDlLiZ7sOYmYzJA,JCBnKIPSXRrJWldHXoAE2w,Steak & Egg Salad with Basil Pancetta Dressing,food
ocHknMJp1Vvim7xpJuDbDA,TCCiuifeDJqXXxjtOT7JuA,,inside
YIRPBGdqPE-fqF32_t_Emg,1a4iaJdlEIvCvFpZs4zVyw,Photo Credit: The Metropolitan Group Website,outside
Mx3h2jfdrUvApYGoB1oveA,CINuanTB3t119JypJq0DTw,,outside
QsdVh9YeeLdsNDhMckDcyw,82uTKEiIW8yqTPZFEfP1Xg,,outside
xA-cuFkAooHOdtLoHJZWKQ,wjLgM9Ybe5shoUPRrGMmsQ,,food
15uadArm4fGTYmkzVI_ZaA,JCBnKIPSXRrJWldHXoAE2w,The Westin Kierland Resort & Spa,outside
C3pIFFyRa18ldwcYrAciHg,01fuY2NNscttoTxOYbuZXw,,food
rTTYuAhQCu4siDGGW9k35A,BG8lvZoPTrPJqcvTh-ytzg,Seafood Tower,food
lvjrAH0VJnjwjqIvlpJAMA,gpXNu4wJzaUKwsJyadBkhw,,inside
LiRia8w_kC7pQVVMhkC8fA,GmLkyWb_zYrTEp1SpWxHIA,the beautiful cake from the wedding we did together,inside
9NNRSxxAz-Wy2LxSrX0EBA,rLZDtOjCPhXZx1ldZKFzJA,Rob working the cafe counter.,inside
WR-taHOvd6ztVRlhOpnOiA,WsOqIVMIVshUis9kUkG0KA,Private room,inside
CGB1__cYmEugAr2oRP075A,Q-ZznSrHKOHdSFrK7dEVwQ,Photo credit: Home Tasting Room's website,inside
ZUutwHXo1IjlBmosAXTUQg,z3bUwDC1wUPGeIB8Rt90wA,New store front,outside
4pSw4Qr-1hj4s-Diy6JlIw,Q3SdFs_6P3BPhPPywHZqBQ,,inside
wauyL0dMAsFtAq_1kRqDUg,_w5hBpkjHs5_Hv3pLeHtIw,,inside
h0mO2rADM-GaaltT5Y2Rng,2mfBO8iZ5E_ULmcxEXqOrw,,inside
hcEQ5aIR-fZ9hYyMLgfkvQ,VG0nWxGsPixYLsyi49gyxQ,the waiting area in front of the hostess stand,inside
IBfviqQitbVXVybWdknHhw,VG0nWxGsPixYLsyi49gyxQ,the waiting area,inside
2Vo4qo3uCxyL0fsoYMcVhg,gTw6PENNGl68ZPUpYWP50A,,drink
lsXg7t23TAYc_C1q0_UePA,8NHV3DBvq9Q88ZtzdR6W2w,,drink
D5-WN8ewkcm3O5WieTVEdg,LR0qF0FEVsCOhYWUOiH26A,,inside
FoenV4grelfuuVmuBbfhjg,flE7Sn2JGs0n3SAtaep6Zw,,food
8PfySHQTnI3G7tcQpRKMRA,flE7Sn2JGs0n3SAtaep6Zw,,food
Mc7C5FmZF5rfn3J5BJtKQA,QdvROupQvDDQIaHrTGNgKA,,menu
rl74HxFTe8Z4MVM7_mdN0w,QdvROupQvDDQIaHrTGNgKA,,food
UIX_UZFoJ1ek1TwPON68lg,6_lNZXYsz0SIOakNyBF0zQ,,drink
GJ-DWcMNfOIEweTTPmCOfQ,4WmI1fnjvfI5OyV1B6emAQ,,inside
JOzhOEWT3p_t1ewOGA3eLw,ydcNlRMKs93AQpOhVkSrGQ,,inside
LgDoNr6mg4HxOkIV1Gki0g,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
RXeyM8CKyv-v-qqkxKe9mQ,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
1nyqz8f_djDXXi_zp--66w,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
8u7W9pBdWSDd10Zy9Rb-zA,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
TuIIu25H1KRV8Llg3XnIWw,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
G56dMe18NOqtxSOoEZgycA,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
ulJpHjeejmKQasFFX6dlZw,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
Gf8Bxw3jRQ6fNB_t6oflOA,yEgnxd3aUUgUoG7qJiuDlQ,Oro Restaurant,inside
lnGMhppAKOZnPYMUXU46dg,6_lNZXYsz0SIOakNyBF0zQ,Here lies no remains of a chipotle chicken pita. I recommend! Big time!,food
